Date,High,Low,Close,Volume,return_2m,return_3m,return_4m,return_5m,return_6m,return_8m,return_12m,expected_return_50d_US3Y,expected_return_50d_US5Y,expected_return_50d_US7Y,expected_return_50d_US10Y,expected_return_50d_US20Y,expected_return_50d_US30Y,expected_return_70d_US3Y,expected_return_70d_US5Y,expected_return_70d_US7Y,expected_return_70d_US10Y,expected_return_70d_US20Y,expected_return_70d_US30Y,expected_return_100d_US3Y,expected_return_100d_US5Y,expected_return_100d_US7Y,expected_return_100d_US10Y,expected_return_100d_US20Y,expected_return_100d_US30Y,expected_return_120d_US3Y,expected_return_120d_US5Y,expected_return_120d_US7Y,expected_return_120d_US10Y,expected_return_120d_US20Y,expected_return_120d_US30Y,expected_return_150d_US3Y,expected_return_150d_US5Y,expected_return_150d_US7Y,expected_return_150d_US10Y,expected_return_150d_US20Y,expected_return_150d_US30Y,expected_return_180d_US3Y,expected_return_180d_US5Y,expected_return_180d_US7Y,expected_return_180d_US10Y,expected_return_180d_US20Y,expected_return_180d_US30Y,expected_return_200d_US3Y,expected_return_200d_US5Y,expected_return_200d_US7Y,expected_return_200d_US10Y,expected_return_200d_US20Y,expected_return_200d_US30Y,expected_return_220d_US3Y,expected_return_220d_US5Y,expected_return_220d_US7Y,expected_return_220d_US10Y,expected_return_220d_US20Y,expected_return_220d_US30Y,expected_return_250d_US3Y,expected_return_250d_US5Y,expected_return_250d_US7Y,expected_return_250d_US10Y,expected_return_250d_US20Y,expected_return_250d_US30Y,expected_return_280d_US3Y,expected_return_280d_US5Y,expected_return_280d_US7Y,expected_return_280d_US10Y,expected_return_280d_US20Y,expected_return_280d_US30Y,expected_return_300d_US3Y,expected_return_300d_US5Y,expected_return_300d_US7Y,expected_return_300d_US10Y,expected_return_300d_US20Y,expected_return_300d_US30Y,expected_return_320d_US3Y,expected_return_320d_US5Y,expected_return_320d_US7Y,expected_return_320d_US10Y,expected_return_320d_US20Y,expected_return_320d_US30Y,expected_return_350d_US3Y,expected_return_350d_US5Y,expected_return_350d_US7Y,expected_return_350d_US10Y,expected_return_350d_US20Y,expected_return_350d_US30Y,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio_x,Debt to Equity ratio,Current Ratio_y,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Price/Earnings,Price/Book,Price/FCF,Price/Sales,Return on Assets,Return on Equity,Return on Tangible Equity
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.138,13.523,0.0,0.0,15.49,1087.152,109.016,236.56,0.0,12.23,357.806,1417.161,162.802,0.0,1190.26,1589.16,1751.971,0.006,-365.718,0.0,-0.4,-334.81,1417.16,-216.21,17.59,0.0,17.59,0.0,0.0,0.0,0.0,225.99,66.73,-33.14,0.0,0.0,0.0,0.0,-606.56,-8.9,-648.6,0.0,0.0,0.0,0.0,473.54,-0.63,0.0,472.91,-108.96,0.0,0.0,6.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.98,13.417,0.0,0.0,12.82,783.223,187.062,145.85,0.0,16.38,349.292,1084.489,191.461,0.0,1193.87,1444.38,1635.854,0.006,-621.893,0.0,-1.15,-551.365,1084.48,-39.7,4.03,0.0,4.03,0.0,0.0,0.0,0.0,-363.23,-398.21,-25.26,0.0,0.0,0.0,0.0,1082.32,7.64,1064.69,0.0,0.0,0.0,0.0,-473.33,-0.85,1.43,-472.75,193.73,0.0,0.0,4.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.376,5.07,11.851,16.921,-24.653,0.0,1.467,4.287,-55.93,-111.385,-31.909,0.0,0.0,0.0,-451.795,-451.795,0.0,-483.704,-1.285,0.0,-1.285,0.022,549.553,0.0,1.727,549.995,-45.094,11.851,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-266.545,-266.545,0.0,-249.2372,-261.2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7023,-2.19,29.039,0.0,29.039,90.124,16.317,0.0,0.0,-77.402,5.026,-72.376,0.0,-72.376,0.0,-72.376,0.0,-75.857,-72.332,-77.402,65.4308,65.4308,-1.16,-1.16,,,,,,,
2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.601,5.43,14.353,19.783,25.908,0.0,-2.807,-12.604,22.569,-48.249,-34.08,0.0,0.0,0.0,22.435,22.435,0.0,-11.645,-1.286,0.0,-1.286,0.048,111.628,0.0,0.02,110.362,50.468,14.353,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-336.2622,-336.2622,0.0,-313.4831,-326.0962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7186,-1.2317,28.851,0.0,28.851,104.479,21.387,0.0,0.0,-97.015,6.572,-90.443,0.158,-90.601,0.0,-90.601,0.0,-94.082,-91.585,-97.015,65.939,65.939,-1.43,-1.43,,,,,,,
2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0206875,0.3693125,0.92,1.2893125,0.0378125,0.0,0.128625,-1.9338125,-1.2818125,-5.0131875,-1.63375,0.0,0.0,0.0,8.888875,8.888875,0.0,7.255125,-0.096125,0.0,-0.096125,0.018125,-0.49325,0.0,0.0,-0.589375,1.6525625,0.92,0.0,0.0,0.0,0.0,0.0,0.0,6.25,-12.84485625,-12.84485625,0.0,-12.02358125,-13.14435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07485,-0.09916875,2.6098125,0.0,2.6098125,6.815625,1.1578125,0.0,0.0,-5.363625,0.3429375,-5.0206875,0.0,-5.0206875,0.0,-5.0206875,0.0,-5.4886875,-4.9943125,-5.363625,4.1426875,4.1426875,-0.0825,-0.0825,,,,,,,
2018-12-07,22.75,18.51000022888184,18.600000381469727,12995600.0,-0.0833333931516135,0.1069892328120973,0.4639784399877888,0.319892405030191,-0.0580645108363548,-0.3091397786060501,0.018279577721225,0.0150752805489896,0.0150893661222557,0.0150400666158242,0.0149837243227595,0.0148710397366303,0.0147794835104002,0.0223326044898093,0.0223281694879866,0.022343691994366,0.0223614320016568,0.0223969120162384,0.0224257395280859,0.0318406744311147,0.0318448381805283,0.0318302650575808,0.0318136100599265,0.031780300064618,0.0317532356934298,0.0401792598452847,0.0402175154892977,0.0400836207352519,0.0399305981591995,0.0396245530070948,0.0393758913210097,0.0652613281603629,0.0654341303485007,0.0648293226900182,0.0641381139374666,0.0627556964323636,0.0616324822094673,0.1122747452549886,0.112642992599249,0.1113541268943375,0.1098811375172959,0.1069351587632125,0.1045415510255198,0.1400166730494894,0.140438388445056,0.1389623845605728,0.1372755229783062,0.1339017998137731,0.1311606497425899,0.1849192406216877,0.1854589898890467,0.1835698674532901,0.1814108703838541,0.1770928762449819,0.1735845060071483,0.2343507987522013,0.2349450112839314,0.2328652674228761,0.2304884172959558,0.2257347170421151,0.2218723355858696,0.3308515809610192,0.3316360421384864,0.3288904280173509,0.3257525833074819,0.3194768938877436,0.3143778962342062,0.4396865106536871,0.4406990269923947,0.4371552198069179,0.4331051544520874,0.4250050237424262,0.4184236675408264,0.5702883828241417,0.5715485470490445,0.5671379722618848,0.5620973153622739,0.5520160015630521,0.5438249341011842,0.8281704377744853,0.8298795304492657,0.8238977060875345,0.8170613353884134,0.8033885939901712,0.7922794916040992,,,,,,,,,,,,,,,,,,,,,,,,-5.0206875,0.3693125,0.92,1.2893125,0.0378125,,0.128625,-1.9338125,-1.2818125,-5.0131875,-1.63375,,,,8.888875,8.888875,,7.255125,-0.096125,,-0.096125,0.018125,-0.49325,,,-0.589375,1.6525625,0.92,,,,,,,6.25,-12.84485625,-12.84485625,,-12.02358125,-13.14435,,,,,,,,,,-0.07485,-0.09916875,2.6098125,,2.6098125,6.815625,1.1578125,,,-5.363625,0.3429375,-5.0206875,,-5.0206875,,-5.0206875,,-5.4886875,-4.9943125,-5.363625,4.1426875,4.1426875,-0.0825,-0.0825,,,,,,,
2018-12-10,19.43899917602539,18.0,18.799999237060547,4233300.0,-0.0335105950177211,0.0867021879927529,0.4255319321625053,0.3255319727443928,-0.166489323818504,-0.2909574220924142,0.0037234896283855,0.0150682377623565,0.0150823233356226,0.0150400666158242,0.0149837243227595,0.0148780825232633,0.0147865262970333,0.0223348219907206,0.022330386988898,0.022343691994366,0.0223614320016568,0.0223946945153271,0.0224235220271746,0.0318385925564079,0.0318427563058215,0.0318302650575808,0.0318136100599265,0.0317823819393248,0.0317553175681366,0.0401601320232781,0.0401983876672912,0.0400836207352519,0.0399305981591995,0.0396436808291013,0.0393950191430162,0.0651749270662939,0.0653477292544318,0.0648293226900182,0.0641381139374666,0.0628420975264325,0.0617188833035363,0.1120906215828584,0.1124588689271188,0.1113541268943375,0.1098811375172959,0.1071192824353427,0.10472567469765,0.139805815351706,0.1402275307472727,0.1389623845605728,0.1372755229783062,0.1341126575115564,0.1313715074403733,0.1846493659880082,0.1851891152553672,0.1835698674532901,0.1814108703838541,0.1773627508786615,0.1738543806408278,0.2340536924863362,0.2346479050180663,0.2328652674228761,0.2304884172959558,0.2260318233079802,0.2221694418517346,0.3304593503722855,0.3312438115497528,0.3288904280173509,0.3257525833074819,0.3198691244764773,0.3147701268229399,0.4391802524843332,0.4401927688230409,0.4371552198069179,0.4331051544520874,0.42551128191178,0.4189299257101803,0.5696583007116903,0.5709184649365932,0.5671379722618848,0.5620973153622739,0.5526460836755034,0.5444550162136357,0.8273158914370952,0.8290249841118755,0.8238977060875345,0.8170613353884134,0.8042431403275613,0.7931340379414894,,,,,,,,,,,,,,,,,,,,,,,,-5.0206875,0.3693125,0.92,1.2893125,0.0378125,,0.128625,-1.9338125,-1.2818125,-5.0131875,-1.63375,,,,8.888875,8.888875,,7.255125,-0.096125,,-0.096125,0.018125,-0.49325,,,-0.589375,1.6525625,0.92,,,,,,,6.25,-12.84485625,-12.84485625,,-12.02358125,-13.14435,,,,,,,,,,-0.07485,-0.09916875,2.6098125,,2.6098125,6.815625,1.1578125,,,-5.363625,0.3429375,-5.0206875,,-5.0206875,,-5.0206875,,-5.4886875,-4.9943125,-5.363625,4.1426875,4.1426875,-0.0825,-0.0825,,,,,,,
2018-12-11,20.65999984741211,17.989999771118164,18.010000228881836,3435300.0,0.0088839447739441,0.134369797087126,0.4286507060102238,0.3836757223540092,-0.111604675365772,-0.2770682791617028,0.0355357790957768,0.0150330238291911,0.0150541521890903,0.0150118954692919,0.0149555531762272,0.0148639969499972,0.0147865262970333,0.0223459094952774,0.0223392569925433,0.0223525619980114,0.0223703020053022,0.0223991295171498,0.0224235220271746,0.031828183182874,0.0318344288069944,0.0318219375587537,0.0318052825610994,0.0317782181899112,0.0317553175681366,0.0400644929132454,0.040121876379265,0.0400071094472257,0.0398540868711734,0.0396054251850883,0.0393950191430162,0.0647429215959492,0.0650021248781561,0.0644837183137424,0.0637925095611909,0.0626692953382946,0.0617188833035363,0.1111700032222073,0.111722374238598,0.1106176322058167,0.109144642828775,0.1067510350910823,0.10472567469765,0.1387515268627895,0.1393840999561394,0.1381189537694395,0.1364320921871729,0.1336909421159898,0.1313715074403733,0.1832999928196106,0.1841096167206492,0.1824903689185721,0.180331371849136,0.1768230016113024,0.1738543806408278,0.2325681611570111,0.2334594799546062,0.231676842359416,0.2292999922324956,0.2254376107762501,0.2221694418517346,0.3284981974286173,0.3296748891948183,0.3273215056624164,0.3241836609525472,0.31908466329901,0.3147701268229399,0.4366489616375641,0.4381677361456256,0.4351301871295027,0.431080121774672,0.4244987655730723,0.4189299257101803,0.5665078901494336,0.5683981364867876,0.5646176438120795,0.5595769869124684,0.5513859194506007,0.5444550162136357,0.8230431597501445,0.8256067987623149,0.820479520737974,0.8136431500388528,0.8025340476527809,0.7931340379414894,,,,,,,,,,,,,,,,,,,,,,,,-5.0206875,0.3693125,0.92,1.2893125,0.0378125,,0.128625,-1.9338125,-1.2818125,-5.0131875,-1.63375,,,,8.888875,8.888875,,7.255125,-0.096125,,-0.096125,0.018125,-0.49325,,,-0.589375,1.6525625,0.92,,,,,,,6.25,-12.84485625,-12.84485625,,-12.02358125,-13.14435,,,,,,,,,,-0.07485,-0.09916875,2.6098125,,2.6098125,6.815625,1.1578125,,,-5.363625,0.3429375,-5.0206875,,-5.0206875,,-5.0206875,,-5.4886875,-4.9943125,-5.363625,4.1426875,4.1426875,-0.0825,-0.0825,,,,,,,
2018-12-12,19.479999542236328,18.020000457763672,18.68000030517578,2590700.0,0.0005353441498106,0.0310492459438209,0.3174518312792918,0.3078158407956135,-0.1274090486741477,-0.3029978455537744,-0.012312609126275,0.0150330238291911,0.0150400666158242,0.0149907671093926,0.0149414676029611,0.014849911376731,0.0147724407237672,0.0223459094952774,0.022343691994366,0.0223592145007455,0.0223747370071249,0.0224035645189725,0.0224279570289973,0.031828183182874,0.0318302650575808,0.0318156919346333,0.0318011188116858,0.0317740544404976,0.031751153818723,0.0400644929132454,0.0400836207352519,0.0399497259812061,0.0398158312271603,0.0395671695410752,0.0393567634990031,0.0647429215959492,0.0648293226900182,0.0642245150315356,0.063619707373053,0.0624964931501567,0.0615460811153984,0.1111700032222073,0.1113541268943375,0.1100652611894261,0.1087763954845146,0.1063827877468219,0.1043574273533896,0.1387515268627895,0.1389623845605728,0.1374863806760896,0.1360103767916063,0.1332692267204231,0.1309497920448066,0.1832999928196106,0.1835698674532901,0.1816807450175336,0.179791622581777,0.1762832523439435,0.1733146313734688,0.2325681611570111,0.2328652674228761,0.2307855235618209,0.2287057797007655,0.22484339824452,0.2215752293200046,0.3284981974286173,0.3288904280173509,0.3261448138962155,0.32339919977508,0.3183002021215427,0.3139856656454726,0.4366489616375641,0.4371552198069179,0.4336114126214412,0.4300676054359644,0.4234862492343647,0.4179174093714727,0.5665078901494336,0.5671379722618848,0.5627273974747253,0.5583168226875658,0.550125755225698,0.5431948519887329,0.8230431597501445,0.8238977060875345,0.8179158817258037,0.8119340573640725,0.8008249549780008,0.791424945266709,,,,,,,,,,,,,,,,,,,,,,,,-5.0206875,0.3693125,0.92,1.2893125,0.0378125,,0.128625,-1.9338125,-1.2818125,-5.0131875,-1.63375,,,,8.888875,8.888875,,7.255125,-0.096125,,-0.096125,0.018125,-0.49325,,,-0.589375,1.6525625,0.92,,,,,,,6.25,-12.84485625,-12.84485625,,-12.02358125,-13.14435,,,,,,,,,,-0.07485,-0.09916875,2.6098125,,2.6098125,6.815625,1.1578125,,,-5.363625,0.3429375,-5.0206875,,-5.0206875,,-5.0206875,,-5.4886875,-4.9943125,-5.363625,4.1426875,4.1426875,-0.0825,-0.0825,,,,,,,
2018-12-13,19.290000915527344,18.68000030517578,18.76000022888184,1608600.0,-0.0122601033811414,0.0644988843129015,0.3118337052290327,0.3022388063495187,-0.1385927691763517,-0.2910447746019249,-0.0074626539413844,0.0150471094024573,0.0150541521890903,0.0149978098960257,0.0149414676029611,0.014842868590098,0.0147653979371341,0.0223414744934547,0.0223392569925433,0.0223569969998341,0.0223747370071249,0.0224057820198838,0.0224301745299086,0.0318323469322876,0.0318344288069944,0.0318177738093401,0.0318011188116858,0.0317719725657908,0.0317490719440162,0.0401027485572585,0.040121876379265,0.0399688538032126,0.0398158312271603,0.0395480417190686,0.0393376356769966,0.0649157237840871,0.0650021248781561,0.0643109161256045,0.063619707373053,0.0624100920560878,0.0614596800213294,0.1115382505664678,0.111722374238598,0.1102493848615563,0.1087763954845146,0.1061986640746917,0.1041733036812593,0.1391732422583561,0.1393840999561394,0.1376972383738728,0.1360103767916063,0.1330583690226398,0.1307389343470233,0.1838397420869696,0.1841096167206492,0.1819506196512131,0.179791622581777,0.1760133777102639,0.1730447567397893,0.2331623736887411,0.2334594799546062,0.2310826298276858,0.2287057797007655,0.224546291978655,0.2212781230541395,0.3292826586060846,0.3296748891948183,0.3265370444849491,0.32339919977508,0.317907971532809,0.313593435056739,0.4376614779762718,0.4381677361456256,0.434117670790795,0.4300676054359644,0.4229799910650109,0.4174111512021188,0.5677680543743362,0.5683981364867876,0.5633574795871766,0.5583168226875658,0.5494956731132465,0.5425647698762814,0.8247522524249247,0.8256067987623149,0.8187704280631937,0.8119340573640725,0.7999704086406105,0.7905703989293189,,,,,,,,,,,,,,,,,,,,,,,,-5.0206875,0.3693125,0.92,1.2893125,0.0378125,,0.128625,-1.9338125,-1.2818125,-5.0131875,-1.63375,,,,8.888875,8.888875,,7.255125,-0.096125,,-0.096125,0.018125,-0.49325,,,-0.589375,1.6525625,0.92,,,,,,,6.25,-12.84485625,-12.84485625,,-12.02358125,-13.14435,,,,,,,,,,-0.07485,-0.09916875,2.6098125,,2.6098125,6.815625,1.1578125,,,-5.363625,0.3429375,-5.0206875,,-5.0206875,,-5.0206875,,-5.4886875,-4.9943125,-5.363625,4.1426875,4.1426875,-0.0825,-0.0825,,,,,,,
