Date,High,Low,Close,Volume,return_2m,return_3m,return_4m,return_5m,return_6m,return_8m,return_12m,expected_return_50d_US3Y,expected_return_50d_US5Y,expected_return_50d_US7Y,expected_return_50d_US10Y,expected_return_50d_US20Y,expected_return_50d_US30Y,expected_return_70d_US3Y,expected_return_70d_US5Y,expected_return_70d_US7Y,expected_return_70d_US10Y,expected_return_70d_US20Y,expected_return_70d_US30Y,expected_return_100d_US3Y,expected_return_100d_US5Y,expected_return_100d_US7Y,expected_return_100d_US10Y,expected_return_100d_US20Y,expected_return_100d_US30Y,expected_return_120d_US3Y,expected_return_120d_US5Y,expected_return_120d_US7Y,expected_return_120d_US10Y,expected_return_120d_US20Y,expected_return_120d_US30Y,expected_return_150d_US3Y,expected_return_150d_US5Y,expected_return_150d_US7Y,expected_return_150d_US10Y,expected_return_150d_US20Y,expected_return_150d_US30Y,expected_return_180d_US3Y,expected_return_180d_US5Y,expected_return_180d_US7Y,expected_return_180d_US10Y,expected_return_180d_US20Y,expected_return_180d_US30Y,expected_return_200d_US3Y,expected_return_200d_US5Y,expected_return_200d_US7Y,expected_return_200d_US10Y,expected_return_200d_US20Y,expected_return_200d_US30Y,expected_return_220d_US3Y,expected_return_220d_US5Y,expected_return_220d_US7Y,expected_return_220d_US10Y,expected_return_220d_US20Y,expected_return_220d_US30Y,expected_return_250d_US3Y,expected_return_250d_US5Y,expected_return_250d_US7Y,expected_return_250d_US10Y,expected_return_250d_US20Y,expected_return_250d_US30Y,expected_return_280d_US3Y,expected_return_280d_US5Y,expected_return_280d_US7Y,expected_return_280d_US10Y,expected_return_280d_US20Y,expected_return_280d_US30Y,expected_return_300d_US3Y,expected_return_300d_US5Y,expected_return_300d_US7Y,expected_return_300d_US10Y,expected_return_300d_US20Y,expected_return_300d_US30Y,expected_return_320d_US3Y,expected_return_320d_US5Y,expected_return_320d_US7Y,expected_return_320d_US10Y,expected_return_320d_US20Y,expected_return_320d_US30Y,expected_return_350d_US3Y,expected_return_350d_US5Y,expected_return_350d_US7Y,expected_return_350d_US10Y,expected_return_350d_US20Y,expected_return_350d_US30Y,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio_x,Debt to Equity ratio,Current Ratio_y,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Price/Earnings,Price/Book,Price/FCF,Price/Sales
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3534.0,354.0,-1596.0,-1242.0,0.0,0.0,0.0,0.0,-1499.0,828.0,-448.0,0.0,3698.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,-9.0,0.0,0.0,0.0,-4069.0,-4078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2096.0,-85.0,1650.0,1565.0,87.0,-453.0,105.0,545.0,1783.0,1217.0,181.0,0.0,-3698.0,0.0,0.0,0.0,0.0,-3517.0,0.0,-6.0,3.0,0.0,0.0,0.0,2297.0,2300.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4873,15.8248,15.8248,0.0,16.0706,9.3205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4544,3.0034,4474.0,3110.0,1364.0,0.0,658.0,2.0,656.0,708.0,11.0,719.0,302.0,417.0,0.0,417.0,0.0,417.0,708.0,708.0,592.0,592.0,0.7,0.7,,,,
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,95.0,-54.0,41.0,-87.0,453.0,-105.0,-545.0,-1.0,619.0,-134.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.0,0.0,6.0,-3.0,0.0,0.0,0.0,-484.0,-487.0,-2.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4544,-3.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2012-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,79.0,54.0,133.0,-255.0,-229.0,-145.0,-79.0,-708.0,-92.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,0.0,-2.0,-2.0,0.0,0.0,0.0,188.0,186.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5399,16.6405,16.6405,0.0,16.865,10.8466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1557,-0.3096,4453.0,3004.0,1449.0,0.0,670.0,-38.0,708.0,741.0,10.0,751.0,268.0,483.0,0.0,483.0,0.0,483.0,820.0,741.0,591.0,591.0,0.82,0.82,,,,
2012-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,90.0,87.0,177.0,75.0,117.0,21.0,200.0,413.0,1193.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,5959.0,2.0,5961.0,0.0,0.0,0.0,-7066.0,-1105.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,34.183,19.0347,19.0347,0.0,18.9302,12.5993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0186,1.8697,4786.0,3150.0,1636.0,0.0,687.0,-38.0,725.0,911.0,-5.0,906.0,303.0,603.0,0.0,603.0,0.0,603.0,1001.0,911.0,591.0,591.0,1.02,1.02,,,,
2012-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,1157.0,2090.0,0.0,206.0,3905.0,4211.0,0.0,13996.0,172.0,18379.0,22284.0,2569.0,9568.0,537.0,12257.0,14826.0,0.0,0.0,-460.0,7918.0,7458.0,22284.0,466.0,92.0,661.0,753.0,-50.0,-32.0,178.0,-349.0,-253.0,966.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-2.0,0.0,-2.0,0.0,0.0,0.0,-627.0,-629.0,241.0,12.0,0.0,1.52,1.283,1.52,0.562,1.2837,34.1979,16.4996,16.4996,0.0,14.4725,10.1569,0.2059,1.4445,3.9654,22.6962,6.2483,-7.1276,2.0912,2.737,12.5893,1.6346,1.4653,4588.0,3019.0,1569.0,0.0,786.0,-26.0,812.0,757.0,-93.0,664.0,198.0,466.0,0.0,466.0,0.0,466.0,849.0,757.0,591.0,591.0,0.79,0.79,,,,
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.0,1089.0,1928.0,0.0,131.0,4823.0,4204.0,0.0,13827.0,325.0,18356.0,23179.0,3606.0,9966.0,405.0,16001.0,19607.0,0.0,-206.0,-460.0,0.0,3572.0,23179.0,90.0,167.0,132.0,299.0,450.0,165.0,-295.0,259.0,579.0,968.0,-143.0,0.0,0.0,0.0,0.0,0.0,0.0,-143.0,6.0,0.0,6.0,0.0,0.0,0.0,184.0,190.0,1011.0,15.0,0.0,1.337,2.79,1.3375,0.7362,2.79,25.1575,5.8731,5.8731,0.0,2.9703,1.9127,0.1917,1.7251,4.0808,22.0545,2.5196,-0.8776,0.3883,0.6648,6.0258,1.5948,1.3588,4444.0,3326.0,1118.0,0.0,818.0,-39.0,857.0,261.0,-129.0,132.0,42.0,90.0,0.0,90.0,0.0,85.0,428.0,261.0,591.0,596.0,0.14,0.12,,,,
2013-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181.0,1278.0,1948.0,0.0,144.0,4954.0,4026.0,0.0,13950.0,337.0,18313.0,23267.0,3367.0,9966.0,445.0,16158.0,19525.0,0.0,-477.0,0.0,-48.0,3742.0,23267.0,456.0,102.0,106.0,208.0,-165.0,-26.0,-52.0,-189.0,-432.0,232.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-296.0,-22.0,-318.0,-74.0,15.0,-296.0,1.471,2.663,1.4713,0.727,2.6641,32.5726,17.926,17.926,0.0,15.2005,10.1041,0.194,1.5621,3.5313,25.4864,12.186,-4.4671,1.9599,3.3265,6.2924,0.3886,0.4154,4513.0,3043.0,1470.0,0.0,599.0,-62.0,661.0,809.0,-123.0,686.0,230.0,456.0,0.0,456.0,0.0,456.0,911.0,809.0,592.0,597.0,0.77,0.76,,,,
2013-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.0,1223.0,1898.0,0.0,116.0,4819.0,4028.0,0.0,13906.0,311.0,18245.0,23064.0,3282.0,9967.0,438.0,15482.0,18764.0,0.0,481.0,-509.0,0.0,4300.0,23064.0,829.0,102.0,-300.0,-198.0,54.0,42.0,-10.0,-338.0,-252.0,379.0,-124.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.0,0.0,0.0,0.0,0.0,0.0,-298.0,34.0,-264.0,-17.0,17.0,-298.0,1.468,2.318,1.4683,0.6986,2.3186,41.0517,29.6438,29.6438,0.0,26.8872,17.4936,0.2045,1.4647,3.8561,23.3397,19.2791,-8.63,3.5943,5.8106,7.2158,0.6314,0.4243,4716.0,2780.0,1936.0,0.0,516.0,-22.0,538.0,1398.0,-130.0,1268.0,439.0,829.0,0.0,829.0,0.0,825.0,1500.0,1398.0,594.0,599.0,1.39,1.38,,,,
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.0,1106.0,1881.0,0.0,189.0,4835.0,4103.0,0.0,13933.0,255.0,18291.0,23126.0,2899.0,9975.0,435.0,15374.0,18273.0,0.0,980.0,-489.0,0.0,4853.0,23126.0,499.0,92.0,63.0,155.0,110.0,22.0,13.0,-291.0,-146.0,508.0,-158.0,0.0,0.0,0.0,0.0,0.0,0.0,-158.0,0.0,0.0,0.0,0.0,0.0,-300.0,12.0,-288.0,67.0,18.0,-300.0,1.668,2.055,1.6678,0.6727,2.0563,33.8188,19.7997,19.7997,0.0,16.9777,11.3109,0.19,1.546,3.9729,22.6536,10.3029,-5.5066,2.1621,3.372,8.1394,0.845,0.582,4394.0,2908.0,1486.0,0.0,601.0,-15.0,616.0,870.0,-124.0,746.0,246.0,500.0,0.0,500.0,0.0,497.0,962.0,870.0,595.0,600.0,0.84,0.83,,,,
