Date,High,Low,Close,Volume,return_2m,return_3m,return_4m,return_5m,return_6m,return_8m,return_12m,expected_return_50d_US3Y,expected_return_50d_US5Y,expected_return_50d_US7Y,expected_return_50d_US10Y,expected_return_50d_US20Y,expected_return_50d_US30Y,expected_return_70d_US3Y,expected_return_70d_US5Y,expected_return_70d_US7Y,expected_return_70d_US10Y,expected_return_70d_US20Y,expected_return_70d_US30Y,expected_return_100d_US3Y,expected_return_100d_US5Y,expected_return_100d_US7Y,expected_return_100d_US10Y,expected_return_100d_US20Y,expected_return_100d_US30Y,expected_return_120d_US3Y,expected_return_120d_US5Y,expected_return_120d_US7Y,expected_return_120d_US10Y,expected_return_120d_US20Y,expected_return_120d_US30Y,expected_return_150d_US3Y,expected_return_150d_US5Y,expected_return_150d_US7Y,expected_return_150d_US10Y,expected_return_150d_US20Y,expected_return_150d_US30Y,expected_return_180d_US3Y,expected_return_180d_US5Y,expected_return_180d_US7Y,expected_return_180d_US10Y,expected_return_180d_US20Y,expected_return_180d_US30Y,expected_return_200d_US3Y,expected_return_200d_US5Y,expected_return_200d_US7Y,expected_return_200d_US10Y,expected_return_200d_US20Y,expected_return_200d_US30Y,expected_return_220d_US3Y,expected_return_220d_US5Y,expected_return_220d_US7Y,expected_return_220d_US10Y,expected_return_220d_US20Y,expected_return_220d_US30Y,expected_return_250d_US3Y,expected_return_250d_US5Y,expected_return_250d_US7Y,expected_return_250d_US10Y,expected_return_250d_US20Y,expected_return_250d_US30Y,expected_return_280d_US3Y,expected_return_280d_US5Y,expected_return_280d_US7Y,expected_return_280d_US10Y,expected_return_280d_US20Y,expected_return_280d_US30Y,expected_return_300d_US3Y,expected_return_300d_US5Y,expected_return_300d_US7Y,expected_return_300d_US10Y,expected_return_300d_US20Y,expected_return_300d_US30Y,expected_return_320d_US3Y,expected_return_320d_US5Y,expected_return_320d_US7Y,expected_return_320d_US10Y,expected_return_320d_US20Y,expected_return_320d_US30Y,expected_return_350d_US3Y,expected_return_350d_US5Y,expected_return_350d_US7Y,expected_return_350d_US10Y,expected_return_350d_US20Y,expected_return_350d_US30Y,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio_x,Debt to Equity ratio,Current Ratio_y,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Price/Earnings,Price/Book,Price/FCF,Price/Sales
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,226.0,0.0,226.0,0.0,0.0,0.0,0.0,-368.0,1655.0,-191.0,0.0,0.0,0.0,0.0,-13.0,-38.0,-242.0,0.0,0.0,0.0,0.0,0.0,-35.0,-1396.0,-1431.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.0,-111.0,-485.0,-596.0,-574.0,-243.0,-130.0,0.0,-579.0,-1690.0,79.0,0.0,354.0,0.0,0.0,13.0,35.0,481.0,0.0,0.0,0.0,0.0,0.0,35.0,1229.0,1264.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5174,13.2239,13.2239,0.0,10.0386,27.9601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108.0,2346.0,762.0,0.0,309.0,0.0,351.0,411.0,-99.0,312.0,-570.0,882.0,0.0,882.0,0.0,869.0,411.0,411.0,0.0,0.0,0.0,0.0,,,,
2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,54.0,8.0,62.0,456.0,-57.0,-107.0,0.0,292.0,820.0,-36.0,0.0,0.0,0.0,0.0,0.0,-6.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,947.0,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3723,26.4718,26.4718,0.0,26.553,18.5546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2641,1.0258,2463.0,1444.0,1019.0,0.0,324.0,0.0,367.0,652.0,2.0,654.0,188.0,466.0,0.0,466.0,0.0,457.0,706.0,652.0,621.0,621.0,0.74,0.74,,,,
2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,55.0,477.0,532.0,118.0,300.0,237.0,0.0,68.0,532.0,-67.0,0.0,0.0,0.0,0.0,0.0,-2.0,-69.0,0.0,0.0,0.0,0.0,0.0,-41.0,297.0,256.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2641,-1.0258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.94,,,
2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,53.0,-67.0,-14.0,-100.0,-202.0,-52.0,0.0,-354.0,247.0,-42.0,0.0,0.0,0.0,-100.0,-100.0,-65.0,-207.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,216.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3223,27.8631,27.8631,0.0,32.7037,23.7702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3977,0.3301,2541.0,1491.0,1050.0,0.0,299.0,0.0,342.0,708.0,123.0,831.0,216.0,615.0,0.0,615.0,0.0,604.0,761.0,708.0,621.0,621.0,0.97,0.97,25.33,,,
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.35714285714286,174.14285714285714,101.57142857142857,0.0,4.714285714285714,419.7857142857143,82.14285714285714,0.0,400.42857142857144,59.5,542.0714285714286,961.8571428571429,88.64285714285714,0.0,43.357142857142854,129.92857142857142,218.57142857142858,0.0,0.0,-14.428571428571429,0.0,743.2857142857143,961.8571428571429,1.7142857142857142,4.285714285714286,23.142857142857142,27.428571428571427,-34.785714285714285,2.4285714285714284,-11.857142857142858,0.0,-44.214285714285715,-15.071428571428571,-3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,-3.142857142857143,0.0,0.0,0.0,0.0,0.0,-1.5714285714285714,-37.714285714285715,-39.285714285714285,-57.5,0.0,-1.5714285714285714,0.33828571428571425,0.0,0.3382642857142857,0.0,0.0,1.5250571428571429,0.7675142857142857,0.7675142857142857,0.0,0.0618,0.01595,0.019007142857142858,0.14155,0.10497142857142858,4.374228571428572,0.01647142857142857,0.03571428571428571,0.012728571428571428,0.01647142857142857,0.0,-0.024264285714285714,-0.029557142857142858,255.92857142857142,201.28571428571428,54.642857142857146,0.0,23.5,0.0,27.142857142857142,27.5,-25.285714285714285,2.2142857142857144,0.5,1.7142857142857142,0.0,1.7142857142857142,0.0,0.5714285714285714,31.785714285714285,27.5,44.357142857142854,44.357142857142854,0.0007142857142857143,0.0007142857142857143,1.875714285714286,,,
2019-03-13,35.949054118436,34.75990033130451,35.85758209228516,306000.0,-0.0433673941605451,-0.1029931328691415,-0.0511339010728895,-0.1014525763708995,-0.1284590711553908,-0.1320788629605791,-0.3390416868354282,0.0155213171783403,0.0155170422376178,0.0154785677711156,0.0154358183638909,0.015346044608719,0.0152605457942696,0.0221303076084582,0.0221254127473702,0.022081358997578,0.0220324103866977,0.0219296183038493,0.0218317210820888,0.0317530841262335,0.0317529918904119,0.0317521617680174,0.0317512394098012,0.0317493024575473,0.0317474577411151,0.0384851897996333,0.0384824034825893,0.0384573266291934,0.0384294634587534,0.0383709508008295,0.0383152244599496,0.0492256277245846,0.0492187967502545,0.0491573179812838,0.0490890082379829,0.0489455577770512,0.0488089382904496,0.0591632679117186,0.059157153395773,0.0591021227522632,0.0590409775928078,0.0589125727579515,0.0587902824390407,0.0654971329708216,0.0654920429366852,0.0654462326294581,0.0653953322880946,0.0652884415712313,0.0651866408885043,0.0728864050729971,0.0728797477693361,0.0728198320363872,0.0727532589997773,0.0726134556228964,0.0724803095496766,0.0850611649533961,0.0850508581092664,0.0849580965120991,0.084855028070802,0.0846385843440782,0.0844324474614841,0.0865132889186413,0.0865169555966952,0.0865499556991802,0.0865866224797191,0.0866636227188508,0.0867369562799286,0.0871179158418624,0.0871293305126784,0.0872320625500228,0.0873462092581833,0.0875859173453202,0.0878142107616411,0.0896274849913743,0.089642919541747,0.0897818304951012,0.0899361759988281,0.0902603015566545,0.0905689925641082,0.0926588577826648,0.0926800645608485,0.0928709255645011,0.0930829933463374,0.0935283356881937,0.0939524712518663,139.35714285714286,174.14285714285714,101.57142857142857,,4.714285714285714,419.7857142857143,82.14285714285714,,400.42857142857144,59.5,542.0714285714286,961.8571428571429,88.64285714285714,,43.357142857142854,129.92857142857142,218.57142857142858,,,-14.428571428571429,,743.2857142857143,961.8571428571429,1.7142857142857142,4.285714285714286,23.142857142857142,27.428571428571427,-34.785714285714285,2.4285714285714284,-11.857142857142858,,-44.214285714285715,-15.071428571428571,-3.2857142857142856,,,,,,0.14285714285714285,-3.142857142857143,,,,,,-1.5714285714285714,-37.714285714285715,-39.285714285714285,-57.5,,-1.5714285714285714,0.33828571428571425,,0.3382642857142857,,,1.5250571428571429,0.7675142857142857,0.7675142857142857,,0.0618,0.01595,0.019007142857142858,0.14155,0.10497142857142858,4.374228571428572,0.01647142857142857,0.03571428571428571,0.012728571428571428,0.01647142857142857,,-0.024264285714285714,-0.029557142857142858,255.92857142857142,201.28571428571428,54.642857142857146,,23.5,,27.142857142857142,27.5,-25.285714285714285,2.2142857142857144,0.5,1.7142857142857142,,1.7142857142857142,,0.5714285714285714,31.785714285714285,27.5,44.357142857142854,44.357142857142854,0.0007142857142857143,0.0007142857142857143,1.875714285714286,,,
2019-03-14,37.18394902330116,35.967350783929625,36.55278015136719,279700.0,-0.0620621258906718,-0.1195496766259393,-0.0671658130604465,-0.1522895522188683,-0.1450349255674021,-0.1516292058143461,-0.3516124662547594,0.0155170422376178,0.0155127672968953,0.0154700178896706,0.0154272684824459,0.0153289448458291,0.0152519959128247,0.0221254127473702,0.0221205178862821,0.0220715692754019,0.0220226206645217,0.0219100388594972,0.0218219313599128,0.0317529918904119,0.0317528996545903,0.0317519772963741,0.031751054938158,0.0317489335142609,0.0317472732694718,0.0384824034825893,0.0384796171655453,0.0384517539951054,0.0384238908246654,0.0383598055326535,0.0383096518258616,0.0492187967502545,0.0492119657759244,0.0491436560326236,0.0490753462893228,0.0489182338797309,0.0487952763417894,0.059157153395773,0.0591510388798275,0.0590898937203721,0.0590287485609167,0.0588881146941693,0.0587780534071497,0.0654920429366852,0.0654869529025489,0.0654360525611854,0.0653851522198219,0.0652680814346859,0.0651764608202316,0.0728797477693361,0.0728730904656751,0.0728065174290652,0.0727399443924553,0.0725868264082524,0.0724669949423546,0.0850508581092664,0.0850405512651367,0.0849374828238396,0.0848344143825426,0.0845973569675594,0.0844118337732247,0.0865169555966952,0.0865206222747491,0.086557289055288,0.0865939558358269,0.0866782894310664,0.0867442896360364,0.0871293305126784,0.0871407451834945,0.0872548918916549,0.0873690385998153,0.0876315760285844,0.0878370401032732,0.089642919541747,0.0896583540921197,0.0898126995958466,0.0899670450995734,0.0903220397581452,0.0905998616648535,0.0926800645608485,0.0927012713390321,0.0929133391208684,0.0931254069027047,0.0936131628009282,0.0939948848082336,139.35714285714286,174.14285714285714,101.57142857142857,,4.714285714285714,419.7857142857143,82.14285714285714,,400.42857142857144,59.5,542.0714285714286,961.8571428571429,88.64285714285714,,43.357142857142854,129.92857142857142,218.57142857142858,,,-14.428571428571429,,743.2857142857143,961.8571428571429,1.7142857142857142,4.285714285714286,23.142857142857142,27.428571428571427,-34.785714285714285,2.4285714285714284,-11.857142857142858,,-44.214285714285715,-15.071428571428571,-3.2857142857142856,,,,,,0.14285714285714285,-3.142857142857143,,,,,,-1.5714285714285714,-37.714285714285715,-39.285714285714285,-57.5,,-1.5714285714285714,0.33828571428571425,,0.3382642857142857,,,1.5250571428571429,0.7675142857142857,0.7675142857142857,,0.0618,0.01595,0.019007142857142858,0.14155,0.10497142857142858,4.374228571428572,0.01647142857142857,0.03571428571428571,0.012728571428571428,0.01647142857142857,,-0.024264285714285714,-0.029557142857142858,255.92857142857142,201.28571428571428,54.642857142857146,,23.5,,27.142857142857142,27.5,-25.285714285714285,2.2142857142857144,0.5,1.7142857142857142,,1.7142857142857142,,0.5714285714285714,31.785714285714285,27.5,44.357142857142854,44.357142857142854,0.0007142857142857143,0.0007142857142857143,1.875714285714286,,,
2019-03-15,37.549840813626005,37.04673766665702,37.52239990234375,164200.0,-0.0923939476256858,-0.1423014735664081,-0.0912712661870269,-0.1950488965738238,-0.1725638534599287,-0.169969577905125,-0.4228700162012599,0.0155298670597852,0.0155255921190627,0.0154871176525605,0.0154443682453358,0.0153417696679965,0.0152605457942696,0.0221400973306342,0.0221352024695462,0.022091148719754,0.0220422001088738,0.0219247234427612,0.0218317210820888,0.0317532685978767,0.0317531763620551,0.0317523462396606,0.0317514238814444,0.0317492102217257,0.0317474577411151,0.0384907624337213,0.0384879761166773,0.0384628992632813,0.0384350360928414,0.0383681644837855,0.0383152244599496,0.0492392896732448,0.0492324586989147,0.0491709799299439,0.0491026701866431,0.0489387268027211,0.0488089382904496,0.0591754969436096,0.0591693824276641,0.0591143517841543,0.0590532066246989,0.058906458242006,0.0587902824390407,0.0655073130390942,0.0655022230049579,0.0654564126977308,0.0654055123563673,0.0652833515370949,0.0651866408885043,0.0728997196803191,0.0728930623766581,0.0728331466437092,0.0727665736070992,0.0726067983192354,0.0724803095496766,0.0850817786416555,0.0850714717975258,0.0849787102003584,0.0848756417590614,0.0846282774999485,0.0844324474614841,0.0865059555625336,0.0865096222405875,0.0865426223430725,0.0865792891236114,0.0866672893969047,0.0867369562799286,0.0870950865002303,0.0871065011710463,0.0872092332083907,0.0873233799165512,0.0875973320161362,0.0878142107616411,0.089596615890629,0.0896120504410017,0.0897509613943558,0.0899053068980827,0.0902757361070271,0.0905689925641082,0.0926164442262976,0.0926376510044812,0.0928285120081339,0.0930405797899702,0.0935495424663773,0.0939524712518663,139.35714285714286,174.14285714285714,101.57142857142857,,4.714285714285714,419.7857142857143,82.14285714285714,,400.42857142857144,59.5,542.0714285714286,961.8571428571429,88.64285714285714,,43.357142857142854,129.92857142857142,218.57142857142858,,,-14.428571428571429,,743.2857142857143,961.8571428571429,1.7142857142857142,4.285714285714286,23.142857142857142,27.428571428571427,-34.785714285714285,2.4285714285714284,-11.857142857142858,,-44.214285714285715,-15.071428571428571,-3.2857142857142856,,,,,,0.14285714285714285,-3.142857142857143,,,,,,-1.5714285714285714,-37.714285714285715,-39.285714285714285,-57.5,,-1.5714285714285714,0.33828571428571425,,0.3382642857142857,,,1.5250571428571429,0.7675142857142857,0.7675142857142857,,0.0618,0.01595,0.019007142857142858,0.14155,0.10497142857142858,4.374228571428572,0.01647142857142857,0.03571428571428571,0.012728571428571428,0.01647142857142857,,-0.024264285714285714,-0.029557142857142858,255.92857142857142,201.28571428571428,54.642857142857146,,23.5,,27.142857142857142,27.5,-25.285714285714285,2.2142857142857144,0.5,1.7142857142857142,,1.7142857142857142,,0.5714285714285714,31.785714285714285,27.5,44.357142857142854,44.357142857142854,0.0007142857142857143,0.0007142857142857143,1.875714285714286,,,
2019-03-18,38.17185922001626,37.01929561889898,37.37604141235352,581700.0,-0.0928853668207642,-0.1175148156672267,-0.0983034638527318,-0.1724394143441888,-0.193879456883895,-0.1452640641034996,-0.4650824334385769,0.0155213171783403,0.0155170422376178,0.0154785677711156,0.0154400933046133,0.0153417696679965,0.0152648207349921,0.0221303076084582,0.0221254127473702,0.022081358997578,0.0220373052477858,0.0219247234427612,0.0218366159431768,0.0317530841262335,0.0317529918904119,0.0317521617680174,0.0317513316456228,0.0317492102217257,0.0317475499769367,0.0384851897996333,0.0384824034825893,0.0384573266291934,0.0384322497757974,0.0383681644837855,0.0383180107769936,0.0492256277245846,0.0492187967502545,0.0491573179812838,0.049095839212313,0.0489387268027211,0.0488157692647796,0.0591632679117186,0.059157153395773,0.0591021227522632,0.0590470921087533,0.058906458242006,0.0587963969549863,0.0654971329708216,0.0654920429366852,0.0654462326294581,0.0654004223222309,0.0652833515370949,0.0651917309226406,0.0728864050729971,0.0728797477693361,0.0728198320363872,0.0727599163034383,0.0726067983192354,0.0724869668533376,0.0850611649533961,0.0850508581092664,0.0849580965120991,0.0848653349149317,0.0846282774999485,0.0844427543056138,0.0865132889186413,0.0865169555966952,0.0865499556991802,0.0865829558016652,0.0866672893969047,0.0867332896018747,0.0871179158418624,0.0871293305126784,0.0872320625500228,0.0873347945873672,0.0875973320161362,0.087802796090825,0.0896274849913743,0.089642919541747,0.0897818304951012,0.0899207414484554,0.0902757361070271,0.0905535580137355,0.0926588577826648,0.0926800645608485,0.0928709255645011,0.0930617865681538,0.0935495424663773,0.0939312644736827,139.35714285714286,174.14285714285714,101.57142857142857,,4.714285714285714,419.7857142857143,82.14285714285714,,400.42857142857144,59.5,542.0714285714286,961.8571428571429,88.64285714285714,,43.357142857142854,129.92857142857142,218.57142857142858,,,-14.428571428571429,,743.2857142857143,961.8571428571429,1.7142857142857142,4.285714285714286,23.142857142857142,27.428571428571427,-34.785714285714285,2.4285714285714284,-11.857142857142858,,-44.214285714285715,-15.071428571428571,-3.2857142857142856,,,,,,0.14285714285714285,-3.142857142857143,,,,,,-1.5714285714285714,-37.714285714285715,-39.285714285714285,-57.5,,-1.5714285714285714,0.33828571428571425,,0.3382642857142857,,,1.5250571428571429,0.7675142857142857,0.7675142857142857,,0.0618,0.01595,0.019007142857142858,0.14155,0.10497142857142858,4.374228571428572,0.01647142857142857,0.03571428571428571,0.012728571428571428,0.01647142857142857,,-0.024264285714285714,-0.029557142857142858,255.92857142857142,201.28571428571428,54.642857142857146,,23.5,,27.142857142857142,27.5,-25.285714285714285,2.2142857142857144,0.5,1.7142857142857142,,1.7142857142857142,,0.5714285714285714,31.785714285714285,27.5,44.357142857142854,44.357142857142854,0.0007142857142857143,0.0007142857142857143,1.875714285714286,,,
