Date,High,Low,Close,Volume,return_2m,return_3m,return_4m,return_5m,return_6m,return_8m,return_12m,expected_return_50d_US3Y,expected_return_50d_US5Y,expected_return_50d_US7Y,expected_return_50d_US10Y,expected_return_50d_US20Y,expected_return_50d_US30Y,expected_return_70d_US3Y,expected_return_70d_US5Y,expected_return_70d_US7Y,expected_return_70d_US10Y,expected_return_70d_US20Y,expected_return_70d_US30Y,expected_return_100d_US3Y,expected_return_100d_US5Y,expected_return_100d_US7Y,expected_return_100d_US10Y,expected_return_100d_US20Y,expected_return_100d_US30Y,expected_return_120d_US3Y,expected_return_120d_US5Y,expected_return_120d_US7Y,expected_return_120d_US10Y,expected_return_120d_US20Y,expected_return_120d_US30Y,expected_return_150d_US3Y,expected_return_150d_US5Y,expected_return_150d_US7Y,expected_return_150d_US10Y,expected_return_150d_US20Y,expected_return_150d_US30Y,expected_return_180d_US3Y,expected_return_180d_US5Y,expected_return_180d_US7Y,expected_return_180d_US10Y,expected_return_180d_US20Y,expected_return_180d_US30Y,expected_return_200d_US3Y,expected_return_200d_US5Y,expected_return_200d_US7Y,expected_return_200d_US10Y,expected_return_200d_US20Y,expected_return_200d_US30Y,expected_return_220d_US3Y,expected_return_220d_US5Y,expected_return_220d_US7Y,expected_return_220d_US10Y,expected_return_220d_US20Y,expected_return_220d_US30Y,expected_return_250d_US3Y,expected_return_250d_US5Y,expected_return_250d_US7Y,expected_return_250d_US10Y,expected_return_250d_US20Y,expected_return_250d_US30Y,expected_return_280d_US3Y,expected_return_280d_US5Y,expected_return_280d_US7Y,expected_return_280d_US10Y,expected_return_280d_US20Y,expected_return_280d_US30Y,expected_return_300d_US3Y,expected_return_300d_US5Y,expected_return_300d_US7Y,expected_return_300d_US10Y,expected_return_300d_US20Y,expected_return_300d_US30Y,expected_return_320d_US3Y,expected_return_320d_US5Y,expected_return_320d_US7Y,expected_return_320d_US10Y,expected_return_320d_US20Y,expected_return_320d_US30Y,expected_return_350d_US3Y,expected_return_350d_US5Y,expected_return_350d_US7Y,expected_return_350d_US10Y,expected_return_350d_US20Y,expected_return_350d_US30Y,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio_x,Debt to Equity ratio,Current Ratio_y,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Price/Earnings,Price/Book,Price/FCF,Price/Sales
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4404.0,2862.0,0.0,2862.0,0.0,0.0,0.0,0.0,-8377.0,-2957.0,-3820.0,0.0,1092.0,0.0,0.0,-864.0,8684.0,5092.0,0.0,-33.0,-556.0,0.0,-720.0,-2638.0,-67.0,-4014.0,-1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6192.0,12049.0,8376.0,0.0,627.0,27244.0,60426.0,6252.0,19487.0,594.0,89310.0,79940.0,14377.0,19765.0,18025.0,38554.0,52931.0,0.0,28050.0,0.0,-7594.0,27009.0,79940.0,-3809.0,293.0,0.0,293.0,0.0,0.0,0.0,0.0,-3142.0,-2001.0,2106.0,0.0,-1028.0,0.0,0.0,635.0,747.0,2460.0,0.0,326.0,-65.0,0.0,1209.0,-726.0,-61.0,683.0,1539.0,0.0,0.0,1.895,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.0,-1704.0,-418.0,-2122.0,-1115.0,-912.0,1299.0,-1315.0,9476.0,6751.0,814.0,0.0,-64.0,0.0,-96.0,133.0,-8887.0,-8004.0,-568.0,52.0,398.0,85.0,-404.0,1215.0,-197.0,719.0,-923.0,0.0,-2149.0,0.0,0.0,0.0,0.0,0.0,17.5854,8.781,8.781,0.0,8.2806,10.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3996,1.1951,12789.0,10540.0,2249.0,221.0,485.0,-262.0,1126.0,1123.0,-64.0,1059.0,249.0,810.0,0.0,810.0,554.0,1333.0,1123.0,1123.0,747.2,747.2,1.78,1.78,,,,
2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,732.0,-865.0,-133.0,-307.0,-208.0,154.0,176.0,-185.0,731.0,-612.0,0.0,-20.0,0.0,-136.0,-136.0,-90.0,-858.0,-291.0,80.0,-211.0,21.0,21.0,-1050.0,-69.0,-1309.0,-1426.0,0.0,-1050.0,0.0,0.0,0.0,0.0,0.0,17.2392,8.6908,8.6908,0.0,7.8677,8.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9783,0.1593,12634.0,10456.0,2178.0,193.0,409.0,-313.0,1080.0,1098.0,-104.0,994.0,280.0,714.0,0.0,714.0,335.0,1013.0,1830.0,1098.0,747.2,747.2,1.36,1.36,,,,
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.77777777777777,127.33333333333333,142.55555555555554,269.8888888888889,158.0,124.44444444444444,-161.44444444444446,126.55555555555556,-113.11111111111111,152.22222222222223,-114.55555555555556,0.0,2.6666666666666665,0.0,25.77777777777778,-11.11111111111111,32.111111111111114,-90.88888888888889,95.44444444444444,-66.77777777777777,-69.33333333333333,-11.777777777777779,0.6666666666666666,-76.0,26.11111111111111,-138.11111111111111,-81.33333333333333,0.0,355.44444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3753222222222222,-0.1504888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019-03-20,39.41004530067973,36.463499857638254,36.68449020385742,2350800.0,0.0056223502251675,-0.0031445563144385,0.0496218057510648,-0.1206975133360279,-0.0013729357480004,0.0910121322265133,-0.4148119521008371,0.0136922059269849,0.0136922059269849,0.013402473690376,0.0131127414537671,0.0123884108622448,0.0118379196126879,0.0218281623668406,0.0218281623668406,0.0214935832443467,0.0211590041218529,0.0203225563156184,0.0196868559828801,0.0345117007388305,0.0345117007388305,0.0341803254125728,0.033848950086315,0.0330205117706706,0.0323908986507809,0.0428519782362943,0.0428519782362943,0.0425282856149003,0.0422045929935063,0.0413953614400214,0.0407803454593728,0.0543759608696903,0.0543759608696903,0.0540969691703913,0.0538179774710922,0.0531204982228446,0.0525904139941764,0.0674058398322454,0.0674058398322454,0.0671016870853118,0.0667975343383782,0.0660371524710442,0.0654592622518703,0.0754835175419668,0.0754835175419668,0.0751844195907656,0.0748853216395644,0.0741375767615615,0.0735692906542793,0.0829921127441628,0.0829921127441628,0.0827089412687092,0.0824257697932555,0.0817178411046214,0.0811798153012595,0.0955399369920007,0.0955399369920007,0.0952509200226615,0.0949619030533223,0.0942393606299744,0.09369022838823,0.1011587734601775,0.1011587734601775,0.1009714151956006,0.1007840569310238,0.1003156612695816,0.0999596805668856,0.108321289495394,0.108321289495394,0.108139168933679,0.107957048371964,0.1075017469676764,0.1071557179004179,0.1126949234523277,0.1126949234523277,0.1125528591830726,0.1124107949138175,0.1120556342406799,0.1117857121290952,0.1210572231014406,0.1210572231014406,0.1209438268410998,0.1208304305807591,0.1205469399299073,0.12033148703526,,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,127.33333333333333,142.55555555555554,269.8888888888889,158.0,124.44444444444444,-161.44444444444446,126.55555555555556,-113.11111111111111,152.22222222222223,-114.55555555555556,,2.6666666666666665,,25.77777777777778,-11.11111111111111,32.111111111111114,-90.88888888888889,95.44444444444444,-66.77777777777777,-69.33333333333333,-11.777777777777779,0.6666666666666666,-76.0,26.11111111111111,-138.11111111111111,-81.33333333333333,,355.44444444444446,,,,,,,,,,,,,,,,,,,,,-0.3753222222222222,-0.1504888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,36.8318136720527,35.505868941867675,36.0804443359375,1764700.0,0.0336874431185738,0.0017374209580778,0.0539372308176377,-0.103490468449205,0.0153457206559506,0.1347609795954272,-0.4050149435330259,0.0136922059269849,0.0136922059269849,0.013402473690376,0.0131127414537671,0.0124173840859057,0.0118958660600096,0.0218281623668406,0.0218281623668406,0.0214935832443467,0.0211590041218529,0.0203560142278678,0.0197537718073789,0.0345117007388305,0.0345117007388305,0.0341803254125728,0.033848950086315,0.0330536493032964,0.0324571737160325,0.0428519782362943,0.0428519782362943,0.0425282856149003,0.0422045929935063,0.0414277307021608,0.0408450839836516,0.0543759608696903,0.0543759608696903,0.0540969691703913,0.0538179774710922,0.0531483973927745,0.0526462123340362,0.0674058398322454,0.0674058398322454,0.0671016870853118,0.0667975343383782,0.0660675677457375,0.065520092801257,0.0754835175419668,0.0754835175419668,0.0751844195907656,0.0748853216395644,0.0741674865566816,0.0736291102445195,0.0829921127441628,0.0829921127441628,0.0827089412687092,0.0824257697932555,0.0817461582521668,0.0812364495963502,0.0955399369920007,0.0955399369920007,0.0952509200226615,0.0949619030533223,0.0942682623269083,0.0937480317820978,0.1011587734601775,0.1011587734601775,0.1009714151956006,0.1007840569310238,0.1003343970960393,0.099997152219801,0.108321289495394,0.108321289495394,0.108139168933679,0.107957048371964,0.107519959023848,0.1071921420127609,0.1126949234523277,0.1126949234523277,0.1125528591830726,0.1124107949138175,0.1120698406676054,0.1118141249829462,0.1210572231014406,0.1210572231014406,0.1209438268410998,0.1208304305807591,0.1205582795559414,0.1203541662873281,,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,127.33333333333333,142.55555555555554,269.8888888888889,158.0,124.44444444444444,-161.44444444444446,126.55555555555556,-113.11111111111111,152.22222222222223,-114.55555555555556,,2.6666666666666665,,25.77777777777778,-11.11111111111111,32.111111111111114,-90.88888888888889,95.44444444444444,-66.77777777777777,-69.33333333333333,-11.777777777777779,0.6666666666666666,-76.0,26.11111111111111,-138.11111111111111,-81.33333333333333,,355.44444444444446,,,,,,,,,,,,,,,,,,,,,-0.3753222222222222,-0.1504888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,36.79498250812934,35.476402901114966,35.80052185058594,844700.0,0.0331274989632273,0.0095699556265538,0.0621779131821655,-0.1221584649029525,0.016916870220776,0.1504259185934158,-0.4191559689765209,0.0139819381635938,0.0139819381635938,0.0136922059269849,0.013402473690376,0.0126781430988537,0.0121276518492968,0.0221627414893344,0.0221627414893344,0.0218281623668406,0.0214935832443467,0.0206571354381122,0.0200214351053739,0.0348430760650883,0.0348430760650883,0.0345117007388305,0.0341803254125728,0.0333518870969284,0.0327222739770387,0.0431756708576883,0.0431756708576883,0.0428519782362943,0.0425282856149003,0.0417190540614154,0.0411040380807668,0.0546549525689894,0.0546549525689894,0.0543759608696903,0.0540969691703913,0.0533994899221437,0.0528694056934755,0.067709992579179,0.067709992579179,0.0674058398322454,0.0671016870853118,0.0663413052179778,0.0657634149988039,0.0757826154931679,0.0757826154931679,0.0754835175419668,0.0751844195907656,0.0744366747127627,0.0738683886054805,0.0832752842196165,0.0832752842196165,0.0829921127441628,0.0827089412687092,0.0820010125800751,0.0814629867767132,0.0958289539613398,0.0958289539613398,0.0955399369920007,0.0952509200226615,0.0945283775993136,0.0939792453575691,0.1013461317247543,0.1013461317247543,0.1011587734601775,0.1009714151956006,0.1005030195341585,0.1001470388314625,0.108503410057109,0.108503410057109,0.108321289495394,0.108139168933679,0.1076838675293914,0.1073378384621329,0.1128369877215828,0.1128369877215828,0.1126949234523277,0.1125528591830726,0.1121976985099349,0.1119277763983503,0.1211706193617813,0.1211706193617813,0.1210572231014406,0.1209438268410998,0.1206603361902481,0.1204448832956007,,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,127.33333333333333,142.55555555555554,269.8888888888889,158.0,124.44444444444444,-161.44444444444446,126.55555555555556,-113.11111111111111,152.22222222222223,-114.55555555555556,,2.6666666666666665,,25.77777777777778,-11.11111111111111,32.111111111111114,-90.88888888888889,95.44444444444444,-66.77777777777777,-69.33333333333333,-11.777777777777779,0.6666666666666666,-76.0,26.11111111111111,-138.11111111111111,-81.33333333333333,,355.44444444444446,,,,,,,,,,,,,,,,,,,,,-0.3753222222222222,-0.1504888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,36.38982844823924,35.358536671308464,36.20566940307617,440900.0,0.001017163555032,0.0257271576242119,0.0480209931431543,-0.1573718702122905,0.0007104551327512,0.1585403334218724,-0.3435448307935678,0.0141268042818983,0.0140688578345765,0.0137501523743067,0.0134314469140369,0.0127071163225146,0.0121566250729577,0.0223300310505813,0.0222631152260825,0.0218950781913393,0.0215270411565961,0.0206905933503616,0.0200548930176233,0.0350087637282172,0.0349424886629656,0.0345779758040821,0.0342134629451985,0.0333850246295542,0.0327554115096644,0.0433375171683853,0.0432727786441065,0.0429167167605731,0.0425606548770397,0.0417514233235548,0.0411364073429062,0.0547944484186389,0.0547386500787791,0.0544317592095501,0.0541248683403212,0.0534273890920736,0.0528973048634054,0.0678620689526458,0.0678012384032591,0.0674666703816321,0.0671321023600052,0.0663717204926712,0.0657938302734973,0.0759321644687685,0.0758723448785283,0.075543337132207,0.0752143293858857,0.0744665845078828,0.0738982984006006,0.0834168699573433,0.0833602356622525,0.0830487470392535,0.0827372584162545,0.0820293297276204,0.0814913039242585,0.0959734624460094,0.0959156590521416,0.0955977403858685,0.0952798217195954,0.0945572792962475,0.0940081470545031,0.1014398108570428,0.1014023392041274,0.1011962451130929,0.1009901510220583,0.1005217553606162,0.1001657746579202,0.1085944703379666,0.1085580462256236,0.108357713607737,0.1081573809898505,0.107702079585563,0.1073560505183044,0.1129080198562103,0.1128796070023593,0.1127233363061787,0.1125670656099981,0.1122119049368605,0.1119419828252758,0.1212273174919517,0.1212046382398835,0.1210799023535087,0.1209551664671339,0.1206716758162821,0.1204562229216348,,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,127.33333333333333,142.55555555555554,269.8888888888889,158.0,124.44444444444444,-161.44444444444446,126.55555555555556,-113.11111111111111,152.22222222222223,-114.55555555555556,,2.6666666666666665,,25.77777777777778,-11.11111111111111,32.111111111111114,-90.88888888888889,95.44444444444444,-66.77777777777777,-69.33333333333333,-11.777777777777779,0.6666666666666666,-76.0,26.11111111111111,-138.11111111111111,-81.33333333333333,,355.44444444444446,,,,,,,,,,,,,,,,,,,,,-0.3753222222222222,-0.1504888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,36.64765393377685,35.491135230419,35.98468017578125,504700.0,-0.0059364998057916,0.0478111913198195,0.0199801381677926,-0.1521971197799084,-0.0026469368509073,0.1692450510793404,-0.3547320476005515,0.0141557775055592,0.0141557775055592,0.0138370720452894,0.0134893933613587,0.0127360895461755,0.0121855982966186,0.0223634889628307,0.0223634889628307,0.0219954519280875,0.0215939569810949,0.020724051262611,0.0200883509298727,0.0350419012608429,0.0350419012608429,0.0346773884019594,0.0342797380104501,0.0334181621621799,0.0327885490422902,0.0433698864305247,0.0433698864305247,0.0430138245469913,0.0426253934013185,0.0417837925856942,0.0411687766050456,0.0548223475885688,0.0548223475885688,0.0545154567193399,0.054180666680181,0.0534552882620035,0.0529252040333353,0.0678924842273392,0.0678924842273392,0.0675579162057122,0.0671929329093919,0.0664021357673645,0.0658242455481907,0.0759620742638887,0.0759620742638887,0.0756330665175674,0.075274148976126,0.0744964943030029,0.0739282081957207,0.0834451871048886,0.0834451871048886,0.0831336984818896,0.0827938927113453,0.0820576468751658,0.0815196210718039,0.0960023641429433,0.0960023641429433,0.0956844454766702,0.0953376251134632,0.0945861809931814,0.094037048751437,0.1014585466835004,0.1014585466835004,0.1012524525924659,0.1010276226749737,0.1005404911870739,0.1001845104843778,0.1086126823941381,0.1086126823941381,0.1084123497762515,0.1081938051021935,0.1077202916417345,0.1073742625744759,0.1129222262831358,0.1129222262831358,0.1127659555869552,0.1125954784638492,0.1122261113637859,0.1119561892522013,0.1212386571179857,0.1212386571179857,0.121113921231611,0.1209778457192021,0.1206830154423162,0.1204675625476688,,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,127.33333333333333,142.55555555555554,269.8888888888889,158.0,124.44444444444444,-161.44444444444446,126.55555555555556,-113.11111111111111,152.22222222222223,-114.55555555555556,,2.6666666666666665,,25.77777777777778,-11.11111111111111,32.111111111111114,-90.88888888888889,95.44444444444444,-66.77777777777777,-69.33333333333333,-11.777777777777779,0.6666666666666666,-76.0,26.11111111111111,-138.11111111111111,-81.33333333333333,,355.44444444444446,,,,,,,,,,,,,,,,,,,,,-0.3753222222222222,-0.1504888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,
