Date,Open,High,Low,Close,Volume,future_close_2m,return_2m,future_close_3m,return_3m,future_close_4m,return_4m,future_close_5m,return_5m,future_close_6m,return_6m,future_close_8m,return_8m,future_close_12m,return_12m,future_close_18m,return_18m,future_close_24m,return_24m,expected_return_50d_US3Y,expected_return_50d_US5Y,expected_return_50d_US7Y,expected_return_50d_US10Y,expected_return_50d_US20Y,expected_return_50d_US30Y,expected_return_70d_US3Y,expected_return_70d_US5Y,expected_return_70d_US7Y,expected_return_70d_US10Y,expected_return_70d_US20Y,expected_return_70d_US30Y,expected_return_100d_US3Y,expected_return_100d_US5Y,expected_return_100d_US7Y,expected_return_100d_US10Y,expected_return_100d_US20Y,expected_return_100d_US30Y,expected_return_120d_US3Y,expected_return_120d_US5Y,expected_return_120d_US7Y,expected_return_120d_US10Y,expected_return_120d_US20Y,expected_return_120d_US30Y,expected_return_150d_US3Y,expected_return_150d_US5Y,expected_return_150d_US7Y,expected_return_150d_US10Y,expected_return_150d_US20Y,expected_return_150d_US30Y,expected_return_180d_US3Y,expected_return_180d_US5Y,expected_return_180d_US7Y,expected_return_180d_US10Y,expected_return_180d_US20Y,expected_return_180d_US30Y,expected_return_200d_US3Y,expected_return_200d_US5Y,expected_return_200d_US7Y,expected_return_200d_US10Y,expected_return_200d_US20Y,expected_return_200d_US30Y,expected_return_220d_US3Y,expected_return_220d_US5Y,expected_return_220d_US7Y,expected_return_220d_US10Y,expected_return_220d_US20Y,expected_return_220d_US30Y,expected_return_250d_US3Y,expected_return_250d_US5Y,expected_return_250d_US7Y,expected_return_250d_US10Y,expected_return_250d_US20Y,expected_return_250d_US30Y,expected_return_280d_US3Y,expected_return_280d_US5Y,expected_return_280d_US7Y,expected_return_280d_US10Y,expected_return_280d_US20Y,expected_return_280d_US30Y,expected_return_300d_US3Y,expected_return_300d_US5Y,expected_return_300d_US7Y,expected_return_300d_US10Y,expected_return_300d_US20Y,expected_return_300d_US30Y,expected_return_320d_US3Y,expected_return_320d_US5Y,expected_return_320d_US7Y,expected_return_320d_US10Y,expected_return_320d_US20Y,expected_return_320d_US30Y,expected_return_350d_US3Y,expected_return_350d_US5Y,expected_return_350d_US7Y,expected_return_350d_US10Y,expected_return_350d_US20Y,expected_return_350d_US30Y
2017-02-01,16.686102220594147,16.951751350796076,16.437054973484557,16.603086471557617,30833000,18.122270584106445,0.0915001024147714,17.99774742126465,0.0840001015531777,18.04771614074707,0.0870097057956191,18.006093978881836,0.0845028127588012,17.872905731201172,0.0764809158718082,19.208703994750977,0.1569357316579049,18.487836837768555,0.1135180720427893,19.612117767333984,0.181233248464439,19.27819061279297,0.1611208943480486,0.015927430465802,0.0156813664344752,0.0154912260466317,0.0153737863953166,0.0151948307361698,0.0150382445344164,0.0225741048935967,0.022362654912012,0.0221992617444238,0.0220983424350311,0.0219445606302422,0.021810001551052,0.0328095314213189,0.0325317568900934,0.0323171129341464,0.0321845387260616,0.0319825208851703,0.0318057552743904,0.0387440637278085,0.0386209853281996,0.0385258792921381,0.0384671373286884,0.0383776257653365,0.0382993031474035,0.0481930640045968,0.0481158712902543,0.048056222374626,0.0480193803973261,0.0479632402414406,0.0479141176050409,0.0566199446035885,0.0566744109756192,0.0567164986267338,0.0567424939406575,0.056782105847589,0.0568167662661539,0.0612486783282049,0.0614518163308252,0.0616087866055773,0.0617057388341006,0.061853475563279,0.0619827452013101,0.0659014852179973,0.0662170049064297,0.0664608155747639,0.0666114045169702,0.0668408733812847,0.0670416586375599,0.0745143291926803,0.0748454123305399,0.0751012493007041,0.0752592662528643,0.0755000539894895,0.0757107432590364,0.083838064785377,0.084138429156152,0.0843705288972054,0.0845138846196208,0.0847323314347299,0.0849234723979503,0.0894166353828502,0.0897354682265611,0.0899818390603377,0.0901340092811997,0.0903658877129894,0.0905687813408055,0.0940854767004184,0.0944662479194768,0.0947604802251129,0.0949422119432999,0.0952191364662515,0.0954614454238342,0.0989455011183427,0.0995018680841744,0.099931788012317,0.1001973267914639,0.1006019573120688,0.100956009017598
2017-02-02,16.636300982556484,16.94345733549308,16.636300982556484,16.794029235839844,4901200,17.956239700317383,0.0692037895228434,17.86492347717285,0.0637663675759019,18.255836486816406,0.0870432717752416,18.04771614074707,0.0746507516035375,17.64813995361328,0.0508579987434281,19.208703994750977,0.1437817408200064,18.50461196899414,0.1018566008866872,19.66292953491211,0.1708285878739448,19.27819061279297,0.1479193195431456,0.0159330228301504,0.0156869587988235,0.0154912260466317,0.0153737863953166,0.0151948307361698,0.0150326521700681,0.0225789105749964,0.0223674605934117,0.0221992617444238,0.0220983424350311,0.0219445606302422,0.0218051958696523,0.0328158444788468,0.0325380699476213,0.0323171129341464,0.0321845387260616,0.0319825208851703,0.0317994422168626,0.0387468609641633,0.0386237825645544,0.0385258792921381,0.0384671373286884,0.0383776257653365,0.0382965059110488,0.0481948183844682,0.0481176256701257,0.048056222374626,0.0480193803973261,0.0479632402414406,0.0479123632251694,0.0566187067314969,0.0566731731035276,0.0567164986267338,0.0567424939406575,0.056782105847589,0.0568180041382455,0.061244061555418,0.0614471995580384,0.0616087866055773,0.0617057388341006,0.061853475563279,0.061987361974097,0.0658943143159875,0.0662098340044199,0.0664608155747639,0.0666114045169702,0.0668408733812847,0.0670488295395697,0.0745068045759108,0.0748378877137704,0.0751012493007041,0.0752592662528643,0.0755000539894895,0.075718267875806,0.0838312383224049,0.0841316026931799,0.0843705288972054,0.0845138846196208,0.0847323314347299,0.0849302988609225,0.0894093891818568,0.0897282220255677,0.0899818390603377,0.0901340092811997,0.0903658877129894,0.0905760275417989,0.0940768228090761,0.0944575940281346,0.0947604802251129,0.0949422119432999,0.0952191364662515,0.0954700993151764,0.0989328564145738,0.0994892233804055,0.099931788012317,0.1001973267914639,0.1006019573120688,0.1009686537213669
2017-02-03,16.89364305316113,17.267211598526107,16.852134381413517,17.12608528137207,2631500,17.956239700317383,0.0484730985106249,17.83171272277832,0.0412019109921024,18.255836486816406,0.0659666927311846,18.04771614074707,0.0538144499594108,17.548248291015625,0.0246502923877611,18.90791130065918,0.1040416411580753,18.50461196899414,0.0804928076074387,19.87462615966797,0.1604885666011173,19.60320281982422,0.1446400328945281,0.015927430465802,0.0156813664344752,0.0154912260466317,0.0153681940309683,0.0151836460074732,0.0150214674413714,0.0225741048935967,0.022362654912012,0.0221992617444238,0.0220935367536315,0.0219349492674429,0.021795584506853,0.0328095314213189,0.0325317568900934,0.0323171129341464,0.0321782256685337,0.0319698947701146,0.0317868161018069,0.0387440637278085,0.0386209853281996,0.0385258792921381,0.0384643400923337,0.038372031292627,0.0382909114383393,0.0481930640045968,0.0481158712902543,0.048056222374626,0.0480176260174547,0.0479597314816978,0.0479088544654266,0.0566199446035885,0.0566744109756192,0.0567164986267338,0.0567437318127491,0.0567845815917722,0.0568204798824288,0.0612486783282049,0.0614518163308252,0.0616087866055773,0.0617103556068874,0.0618627091088527,0.0619965955196706,0.0659014852179973,0.0662170049064297,0.0664608155747639,0.0666185754189801,0.0668552151853044,0.0670631713435894,0.0745143291926803,0.0748454123305399,0.0751012493007041,0.0752667908696339,0.0755151032230285,0.0757333171093451,0.083838064785377,0.084138429156152,0.0843705288972054,0.0845207110825929,0.0847459843606742,0.0849439517868668,0.0894166353828502,0.0897354682265611,0.0899818390603377,0.0901412554821931,0.0903803801149763,0.0905905199437857,0.0940854767004184,0.0944662479194768,0.0947604802251129,0.0949508658346422,0.095236444248936,0.0954874070978609,0.0989455011183427,0.0995018680841744,0.099931788012317,0.1002099714952328,0.1006272467196066,0.1009939431289047
2017-02-06,17.54946974355094,17.54946974355094,17.059678346886958,17.2091064453125,1836800,18.014352798461914,0.0467918747384326,17.65738296508789,0.0260487969668812,17.914525985717773,0.0409910614852067,17.723060607910156,0.0298652439759676,17.573219299316406,0.0211581499109783,18.682315826416016,0.0856063843747561,17.81707763671875,0.0353284578335473,19.942371368408203,0.1588266614412279,19.243976593017575,0.1182438004071586,0.0159609846518921,0.0157205129849135,0.0155359649614184,0.0154073405814067,0.0152172001935632,0.0150550216274614,0.0226029389819946,0.0223962946818096,0.0222377071956211,0.022127176523429,0.0219637833558409,0.0218244185952509,0.032847409766486,0.0325759482927884,0.0323676173943693,0.0322224170712287,0.0320077731152817,0.031824694446974,0.038760847145937,0.0386405659826828,0.0385482571829761,0.0384839207468169,0.0383888147107555,0.0383076948564678,0.0482035902838253,0.0481281519493542,0.0480702574135973,0.0480299066765546,0.0479702577609263,0.0479193807446551,0.0566125173710389,0.0566657458709779,0.056706595650001,0.0567350667081079,0.0567771543592225,0.0568130526498791,0.0612209776914839,0.0614194989213174,0.0615718524232827,0.0616780381973796,0.0618350084721317,0.0619688948829497,0.0658584598059383,0.0661668085923609,0.0664034483586852,0.0665683791049113,0.0668121897732454,0.0670201459315304,0.0744691814920631,0.0747927400131531,0.0750410523665478,0.0752141185522471,0.0754699555224113,0.0756881694087278,0.0837971060075441,0.0840906439153469,0.0843159171934282,0.0844729258417878,0.0847050255828412,0.0849029930090338,0.0893731581768896,0.0896847448196071,0.0899238694523903,0.0900905320752391,0.0903369029090157,0.0905470427378252,0.0940335533523649,0.0944056706800812,0.094691249094375,0.0948902885952465,0.0951845209008826,0.0954354837498075,0.0988696328957293,0.0994133551577921,0.0998306303821658,0.1001214585688505,0.1005513784969932,0.1009180749062913
2017-02-07,17.22570672771405,17.317024233920584,17.117787334065163,17.267213821411133,3521100,17.939634323120117,0.038942038285018,17.665685653686523,0.0230767879749824,17.73138427734375,0.0268816070000275,17.85625457763672,0.0341132485135027,17.573219299316406,0.0177217633991322,18.682315826416016,0.0819531176043104,17.758384704589844,0.028445288756989,19.96778106689453,0.156398552390353,19.33806037902832,0.1199293979350255,0.0159609846518921,0.0157261053492619,0.0155471496901151,0.0154185253101033,0.0152283849222599,0.0150717987205064,0.0226029389819946,0.0224011003632092,0.0222473185584204,0.0221367878862284,0.0219733947186402,0.0218388356394499,0.032847409766486,0.0325822613503162,0.032380243509425,0.0322350431862844,0.0320203992303374,0.0318436336195575,0.038760847145937,0.0386433632190376,0.0385538516556856,0.0384895152195264,0.038394409183465,0.038316086565532,0.0482035902838253,0.0481299063292256,0.0480737661733402,0.0480334154362975,0.0479737665206692,0.0479246438842694,0.0566125173710389,0.0566645079988863,0.0567041199058177,0.0567325909639247,0.0567746786150393,0.0568093390336043,0.0612209776914839,0.0614148821485306,0.061562618877709,0.061668804651806,0.0618257749265581,0.0619550445645892,0.0658584598059383,0.0661596376903511,0.0663891065546656,0.0665540373008916,0.0667978479692258,0.0669986332255009,0.0744691814920631,0.0747852153963836,0.0750260031330087,0.0751990693187081,0.0754549062888722,0.0756655955584192,0.0837971060075441,0.0840838174523748,0.0843022642674839,0.0844592729158435,0.0846913726568969,0.0848825136201174,0.0893731581768896,0.0896774986186137,0.0899093770504034,0.0900760396732523,0.0903224105070288,0.0905253041348449,0.0940335533523649,0.0943970167887389,0.0946739413116905,0.094872980812562,0.0951672131181981,0.0954095220757808,0.0988696328957293,0.0994007104540232,0.099805340974628,0.1000961691613127,0.1005260890894554,0.1008801407949846
2017-02-08,17.26721191575161,17.36683114638212,17.209101357631294,17.300418853759766,973600,17.939634323120117,0.0369479765064437,17.665685653686523,0.0211131766816949,17.631494522094727,0.0191368585427635,17.85625457763672,0.0321284547256008,17.340126037597656,0.0022951573700922,18.73245429992676,0.082774611312707,17.23016357421875,-0.0040609004981256,19.942371368408203,0.1527103208876519,19.51766967773437,0.1281616845648077,0.0159777617449371,0.0157484748066552,0.0155639267831601,0.0154520794961934,0.0152619391083499,0.0151053529065964,0.0226173560261936,0.0224203230888079,0.0222617356026193,0.0221656219746263,0.0220022288070381,0.0218676697278478,0.0328663489390696,0.0326075135804276,0.0323991826820085,0.0322729215314515,0.0320582775755045,0.0318815119647247,0.0387692388550013,0.0386545521644566,0.0385622433647499,0.0385062986376549,0.0384111926015935,0.0383328699836605,0.0482088534234396,0.0481369238487113,0.0480790293129544,0.048043941715526,0.0479842927998977,0.0479351701634979,0.0566088037547641,0.0566595565105199,0.0567004062895429,0.0567251637313751,0.0567672513824897,0.0568019118010547,0.0612071273731234,0.0613964150573833,0.0615487685593485,0.061641104015085,0.0617980742898371,0.0619273439278682,0.0658369470999089,0.0661309540823118,0.0663675938486361,0.0665110118888327,0.0667548225571668,0.066955607813442,0.0744466076417545,0.0747551169293055,0.0750034292827001,0.0751539216180908,0.075409758588255,0.075620447857802,0.0837766266186276,0.0840565116004861,0.0842817848785674,0.0844183141380106,0.084650413879064,0.0848415548422844,0.0893514195739093,0.0896485138146399,0.0898876384474231,0.0900325624672917,0.0902789333010683,0.0904818269288843,0.0940075916783382,0.09436240122337,0.0946479796376638,0.0948210574645086,0.0951152897701447,0.0953575987277273,0.0988316987844226,0.0993501316389475,0.0997674068633213,0.1000203009386993,0.100450220866842,0.1008042725723712
2017-02-09,17.34192943698036,17.40834174298367,17.292120603326453,17.333627700805664,1798600,17.964540481567383,0.0363981961336572,17.80681610107422,0.0272988671751939,17.814634323120117,0.0277499107871168,17.8396053314209,0.0291905214158785,17.473323822021484,0.0080592547403868,18.73245429992676,0.0807001640548721,17.56554412841797,0.0133795666790239,20.16254425048828,0.1632039523700585,19.51766967773437,0.1260002819160122,0.015944207558847,0.0157093282562169,0.0155303725970701,0.0154185253101033,0.0152283849222599,0.0150717987205064,0.0225885219377957,0.0223866833190103,0.0222329015142214,0.0221367878862284,0.0219733947186402,0.0218388356394499,0.0328284705939025,0.0325633221777327,0.0323613043368414,0.0322350431862844,0.0320203992303374,0.0318436336195575,0.0387524554368728,0.0386349715099733,0.0385454599466214,0.0384895152195264,0.038394409183465,0.038316086565532,0.0481983271442111,0.0481246431896114,0.0480685030337259,0.0480334154362975,0.0479737665206692,0.0479246438842694,0.0566162309873137,0.0566682216151612,0.0567078335220926,0.0567325909639247,0.0567746786150393,0.0568093390336043,0.0612348280098444,0.0614287324668911,0.0615764691960695,0.061668804651806,0.0618257749265581,0.0619550445645892,0.0658799725119678,0.0661811503963806,0.0664106192606951,0.0665540373008916,0.0667978479692258,0.0669986332255009,0.0744917553423717,0.0748077892466922,0.0750485769833173,0.0751990693187081,0.0754549062888722,0.0756655955584192,0.0838175853964606,0.0841042968412912,0.0843227436564003,0.0844592729158435,0.0846913726568969,0.0848825136201174,0.0893948967798699,0.0896992372215939,0.0899311156533837,0.0900760396732523,0.0903224105070288,0.0905253041348449,0.0940595150263916,0.0944229784627656,0.0946999029857173,0.094872980812562,0.0951672131181981,0.0954095220757808,0.098907567007036,0.0994386445653299,0.0998432750859347,0.1000961691613127,0.1005260890894554,0.1008801407949846
2017-02-10,17.366834305669215,18.15548180949617,17.250613168286222,17.44985008239746,1560800,17.964540481567383,0.0294954052177855,17.98944664001465,0.0309227044971294,17.814634323120117,0.0209047206136534,17.8396053314209,0.0223357362489091,18.15593719482422,0.0404637924734392,18.95804023742676,0.0864299777882151,17.56554412841797,0.0066300882514294,19.75607681274414,0.1321631257263973,19.60320281982422,0.1234023631870024,0.0159386151944987,0.0157037358918685,0.0155191878683734,0.015412932945755,0.0152227925579115,0.0150773910848548,0.022583716256396,0.0223818776376106,0.0222232901514221,0.0221319822048287,0.0219685890372405,0.0218436413208495,0.0328221575363746,0.0325570091202048,0.0323486782217857,0.0322287301287565,0.0320140861728095,0.0318499466770854,0.038749658200518,0.0386321742736186,0.0385398654739119,0.0384867179831717,0.0383916119471102,0.0383188838018868,0.0481965727643396,0.04812288880974,0.0480649942739831,0.0480316610564261,0.0479720121407977,0.0479263982641408,0.0566174688594053,0.0566694594872528,0.0567103092662758,0.0567338288360163,0.0567759164871309,0.0568081011615127,0.0612394447826312,0.0614333492396779,0.0615857027416431,0.0616734214245928,0.0618303916993449,0.0619504277918023,0.0658871434139777,0.0661883212983904,0.0664249610647147,0.0665612082029015,0.0668050188712356,0.0669914623234911,0.0744992799591413,0.0748153138634618,0.0750636262168564,0.0752065939354776,0.0754624309056418,0.0756580709416497,0.0838244118594327,0.0841111233042634,0.0843363965823447,0.0844660993788157,0.0846981991198691,0.0848756871571452,0.0894021429808634,0.0897064834225874,0.0899456080553705,0.0900832858742457,0.0903296567080223,0.0905180579338514,0.0940681689177339,0.0944316323541079,0.0947172107684017,0.0948816347039042,0.0951758670095403,0.0954008681844385,0.0989202117108049,0.0994512892690988,0.0998685644934725,0.1001088138650816,0.1005387337932243,0.1008674960912157
2017-02-13,17.54946390981786,17.590972580801463,17.395885785663268,17.433242797851562,896000,17.673986434936523,0.0138094581642969,18.13928604125977,0.0404998227578872,17.822956085205078,0.0223546067632089,17.889549255371094,0.0261745025185884,19.21705818176269,0.1023226375376913,18.90791130065918,0.084589454750745,17.74254608154297,0.0177421543012941,19.434289932250977,0.1147834145145973,19.72362518310547,0.1313801690145777,0.0159330228301504,0.0156869587988235,0.0155080031396767,0.0154017482170583,0.0152116078292148,0.0150662063561581,0.0225789105749964,0.0223674605934117,0.0222136787886228,0.0221223708420294,0.0219589776744412,0.0218340299580502,0.0328158444788468,0.0325380699476213,0.03233605210673,0.0322161040137008,0.0320014600577538,0.0318373205620297,0.0387468609641633,0.0386237825645544,0.0385342710012024,0.0384811235104622,0.0383860174744007,0.0383132893291773,0.0481948183844682,0.0481176256701257,0.0480614855142402,0.0480281522966832,0.0479685033810549,0.047922889504398,0.0566187067314969,0.0566731731035276,0.056712785010459,0.0567363045801995,0.0567783922313141,0.0568105769056959,0.061244061555418,0.0614471995580384,0.0615949362872168,0.0616826549701665,0.0618396252449185,0.061959661337376,0.0658943143159875,0.0662098340044199,0.0664393028687344,0.0665755500069211,0.0668193606752552,0.0670058041275108,0.0745068045759108,0.0748378877137704,0.0750786754503955,0.0752216431690167,0.0754774801391808,0.0756731201751888,0.0838312383224049,0.0841316026931799,0.084350049508289,0.08447975230476,0.0847118520458134,0.0848893400830895,0.0894093891818568,0.0897282220255677,0.0899601004573574,0.0900977782762326,0.0903441491100092,0.0905325503358383,0.0940768228090761,0.0944575940281346,0.0947345185510862,0.0948989424865887,0.0951931747922248,0.095418175967123,0.0989328564145738,0.0994892233804055,0.0998938539010103,0.1001341032726194,0.1005640232007621,0.1008927854987535
2017-02-14,17.341926254575284,17.47475084220735,17.225705136245725,17.458148956298828,1143100,17.673986434936523,0.0123631365030725,18.230863571166992,0.0442609704386427,17.897876739501953,0.0251875375965602,17.931175231933594,0.0270948699555058,19.21705818176269,0.1007500411336139,18.90791130065918,0.0830421568740988,17.970121383666992,0.0293256993424522,19.17177963256836,0.09815649302564,19.568796157836918,0.12089753654992,0.0159050610084087,0.0156534046127335,0.015480041317935,0.015379378759665,0.0151892383718215,0.0150438368987647,0.0225548821679981,0.0223386265050138,0.0221896503816245,0.0221031481164308,0.0219397549488426,0.0218148072324516,0.0327842791912075,0.0325001916024542,0.0323044868190907,0.0321908517835894,0.0319762078276424,0.0318120683319183,0.0387328747823895,0.0386069991464259,0.0385202848194286,0.0384699345650432,0.0383748285289817,0.0383021003837583,0.0481860464851111,0.0481070993908972,0.0480527136148831,0.0480211347771975,0.0479614858615692,0.0479158719849123,0.0566248960919549,0.0566806003360772,0.056718974370917,0.0567412560685659,0.0567833437196806,0.0568155283940623,0.0612671454193522,0.0614749001947593,0.0616180201511509,0.0617011220613138,0.0618580923360658,0.0619781284285233,0.0659301688260366,0.0662528594164789,0.0664751573787835,0.0666042336149604,0.0668480442832946,0.0670344877355501,0.0745444276597585,0.0748830354143876,0.0751162985342432,0.0752517416360948,0.075507578606259,0.0757032186422669,0.0838653706372657,0.0841725614710128,0.0843841818231498,0.0845070581566486,0.084739157897702,0.0849166459349781,0.0894456201868239,0.0897716992315282,0.0899963314623245,0.0901267630802063,0.0903731339139829,0.090561535139812,0.0941200922657873,0.094509517376188,0.0947777880077974,0.0949335580519577,0.0952277903575938,0.095452791532492,0.0989960799334183,0.0995650916030189,0.0999570774198548,0.100184682087695,0.1006146020158377,0.1009433643138291
